GroupNameHere,GPR_Forever,,,,,,,,,,,,,,,,,,,
run,x01,x02,x03,x04,x05,x06,x07,x08,x09,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
11,0.26306700161604735,0.44772667570136626,0.8863834821102015,0.1264745826161753,0.8902616863162869,0.5522737591149629,0.9520789650696669,0.15389554686632947,0.5648182521104798,0.5653135366245066,0.36295800370958303,0.3402428720149889,0.796238650685703,0.8380127785026025,0.1465626313528738,0.3939138201350037,0.2803290772972728,0.4607454710687135,0.3835677993179927,0.7345619711107839
12,0.18186336267929992,0.353242218986836,0.3338171886361524,0.06931877900111683,0.6740198177652438,0.5752180258977367,0.8293754834177478,0.595383769519926,0.1616087063144599,0.6203016457894707,0.43568627255214926,0.5121189898098548,0.7571535303060475,0.05846324176472158,0.4840573729267544,0.6818506687635468,0.21414312414262945,0.7896117318635332,0.1990689631355568,0.3343487444136364
13,0.9558728784208094,0.8091532721962118,0.8124518578562047,0.9007934315730304,0.2544556469845381,0.018196326110822215,0.6486782768889148,0.39494273915391054,0.46583399017392213,0.6747010022959467,0.041554257200834555,0.5392133793456717,0.6366223423682199,0.19866746313561887,0.07852513098650218,0.26960053223296554,0.05714345729739098,0.4923374197375346,0.4431119711945077,0.5948577748151671
14,0.47526482367408346,0.013715804650655817,0.7661316881816772,0.8363298590720274,0.16198646030753683,0.5360977105430145,0.10474929934434396,0.5012722271061926,0.07977612223673569,0.19825904023295182,0.49665924259953576,0.4738280887412966,0.3779150209370953,0.7410669090344364,0.17496916310807975,0.7119292114855966,0.8642244010784095,0.22782482943944285,0.561471988572203,0.9495068362906776
15,0.9251244552692718,0.17330235708054686,0.18251129666361243,0.6033076468593596,0.44389952615005795,0.8047115352136909,0.3100851395793001,0.6053145987235937,0.8101490941605795,0.30178583029818623,0.6939844124752433,0.5677760659634234,0.8270964533627311,0.693965802517819,0.35265297923084865,0.5181318975783535,0.15178497473366323,0.5367825947667254,0.6598952075807423,0.29660665687970883
16,0.5882524182201592,0.7980145004935836,0.9140223384253958,0.5886626272500686,0.8345612743600429,0.663093025121882,0.4223195373652703,0.43013470243010676,0.26599019476815094,0.07234408048431838,0.6659763966641443,0.27617888648133293,0.858287674294411,0.20004823115052595,0.5811500774022555,0.21967592673453862,0.12044208311990304,0.408464159584418,0.9591839869009504,0.7627137908698302
17,0.002591186303263929,0.5420855481545589,0.37338010753712647,0.6610202933909003,0.05195249390016998,0.37594900920564395,0.21413390876589763,0.7630611310316248,0.3056310090376037,0.5135761642151756,0.25872981905491904,0.6417753049603128,0.7362393861092833,0.44986569847183266,0.46977760804601804,0.014383435786296398,0.9129827745146367,0.7492733676353914,0.4108634954714717,0.05828768802109082
18,0.5031774098432898,0.9808462843715211,0.5250340210596401,0.5258269120306246,0.6945648298131853,0.9726795613990312,0.28537093940666114,0.8374180518040693,0.7536637450104081,0.02928897332539867,0.7342571479350095,0.03329111644205024,0.15362259988893795,0.5939251794891133,0.7264422575854764,0.5343325945483347,0.675160537155294,0.5101973970230083,0.3626415193055243,0.5648819260828117
19,0.9035043583536735,0.29743483414210026,0.5587765177748415,0.9535288679775369,0.9709114865707381,0.8799469963748023,0.7496658645996943,0.557735347236536,0.1771252825169315,0.8685636776793466,0.40058925080570407,0.44261467773342056,0.48713382119774784,0.909388399549596,0.19028818303774597,0.7906818536510426,0.5355115053904418,0.8260414917729273,0.6917102961444188,0.4302750939859994
20,0.6722225802315133,0.18967860532500053,0.20000399032700286,0.9913984319761387,0.022725418784664664,0.19381986441356863,0.7993426679648566,0.45049589046156097,0.028797014138835317,0.8472356892456949,0.8547046871064429,0.2019198652759161,0.7077596959595592,0.9928145424278942,0.7634326606139782,0.6597026632241393,0.47620957716964807,0.22440799857514918,0.4653789523513309,0.8009407771203656
21,0.3053656001785362,0.5548163600036066,0.9295405455076319,0.2073924076192176,0.7593918594258156,0.3428894043280172,0.9354954428954745,0.9576138673229311,0.7765058296234826,0.4317392826763666,0.541824994819218,0.6863141861490158,0.5037919534525508,0.08439892255664144,0.9221713304819521,0.3371615925960981,0.08194409155982209,0.8513459033935075,0.900677641283355,0.12300044859871108
22,0.4370162394765492,0.6665720757038536,0.9651004674142362,0.1939950061797898,0.9393527310452264,0.4441580052764315,0.16753990027317447,0.12334899488221396,0.6535080322448503,0.6855747333588328,0.23690902310793877,0.06725297879807207,0.4084309145367778,0.5095916899081354,0.22289524718071949,0.1756369034100177,0.3862807567465292,0.9829813021172416,0.2810330625103856,0.9995389603077357
23,0.3822365715966146,0.2620490566005,0.5977850100188534,0.3821698266113167,0.1771540900099321,0.4965057869867875,0.13246596057954424,0.06421591293710162,0.7335062028011892,0.3971286231101983,0.05143778880107103,0.9966087205539995,0.372164897942054,0.8198989876559306,0.6771666217289066,0.9744783464782715,0.04976093854644089,0.36658383389061344,0.6373888767595622,0.20448619840774054
24,0.8299432285634968,0.4177294548221188,0.12591712400258137,0.7395957074982505,0.6405619724082311,0.695843923494831,0.8937106630014151,0.32755656395691585,0.505025474609031,0.909143370880889,0.9146121129800675,0.7392231775508924,0.8053849971332576,0.8721374061248894,0.04996410864478129,0.8050466917864328,0.4233345340993418,0.07592832612732482,0.162158213525175,0.013327499117722179
25,0.8582583321837828,0.3027868525281029,0.8357037063588895,0.7909912825481471,0.28191785965243915,0.7049302894572298,0.821524399284385,0.9804336195029266,0.6358427516934174,0.4111599207900654,0.5088737957758483,0.6201938251271643,0.1363224766789878,0.13791351106197852,0.42407414361688817,0.9780355836181451,0.6118129633217892,0.7542608203478905,0.09405494948049078,0.6676239925832507
26,0.6842872397414487,0.24664815829138922,0.08360795666031785,0.017573599578344916,0.7756390642426604,0.4079412075997746,0.5890041368353975,0.8011312292619907,0.20461822075494396,0.33772394940243106,0.28891912615847776,0.7807336118316431,0.013915693898569146,0.777526918698983,0.8899473707230707,0.48212189219612533,0.5859294985087254,0.29235871030006944,0.13414843735692608,0.08262801736172022
27,0.33091084474584137,0.04942025576090483,0.023133740072342632,0.27341060908224124,0.1361050473435965,0.3029649183631232,0.7216587981169363,0.7993533850327398,0.7060706854883904,0.7046862300416876,0.21700167128080203,0.7007218786453409,0.26057986393806964,0.7512988405956997,0.5256474458842229,0.8823137814058262,0.9367349892306569,0.3892396214789518,0.8158533170711194,0.5160640237101052
28,0.13297095293183775,0.8296804071565702,0.07340428854344504,0.7200099226786837,0.524206149063071,0.4507768988928247,0.9206770561110962,0.6670535968298057,0.409732661938091,0.4547773646985965,0.6048581723640671,0.23092194715122863,0.058983482776801155,0.4564185522549671,0.5219130354752473,0.9456339948341923,0.13912948681911363,0.1305290267771612,0.010607455144695988,0.18027579847490383
29,0.4013421513927154,0.9126805430368258,0.4419494948208338,0.11181692828984306,0.5636503698768286,0.27984697274386766,0.35164287479449463,0.2708127540300759,0.017053345675535944,0.7474319721057434,0.158495257922524,0.3616689811480542,0.09548575163736317,0.2591717682478489,0.8747672475427976,0.9094235482707034,0.7889869630356616,0.6172419537914772,0.1097899134564551,0.6154545198709668
30,0.7419705446410629,0.49955825415252664,0.6743247603042419,0.8010320636950523,0.3988045298372105,0.9855787109597091,0.445306619021293,0.041103454815026697,0.8561473041093361,0.7897454527135508,0.6392381890207464,0.08656336451396482,0.4508823459257484,0.707231848155203,0.2772667726078372,0.026079715841511517,0.8240310407517127,0.713918795174599,0.5788171611175854,0.3545040514392515
31,0.7027849893887609,0.3358583292182054,0.2268123036883833,0.046838475567297685,0.36703431278710297,0.059857126755857124,0.6982017818060985,0.3673276635893392,0.3528133118974458,0.5305657804855847,0.39650309029135694,0.17227576474253442,0.9697752834853923,0.1184410459677888,0.3996910199470848,0.09364303030880619,0.45301576952605294,0.8881054993018445,0.7710718702996888,0.3174891792099386
32,0.6352971416313713,0.7324144571472376,0.3166830304959538,0.41556813038482754,0.5444007180436232,0.7443448983986666,0.9866327438054183,0.024306240333897562,0.42898936440049423,0.983515121949399,0.18015873702953844,0.9338649290656121,0.5252026991904203,0.48664821076380926,0.007529032858850835,0.3712885574583925,0.7356454610673774,0.6549991736551495,0.3037448437195312,0.5464674491530276
33,0.20613695838641438,0.47464668577636837,0.649569983544663,0.36047934923307723,0.10589153496300174,0.840350800817242,0.7671261653695043,0.684339574183058,0.5902492658446303,0.017799436414428698,0.8468558108106095,0.39062354454220205,0.9002874123413688,0.2456909316879504,0.6437249049261976,0.11849159075053535,0.7631347057192108,0.2721574763229251,0.6199519542280888,0.4598447032093963
34,0.11905841457634969,0.9445750338894257,0.03315957935128233,0.5240961036443202,0.7209859110000307,0.15631336727907513,0.4770614902787241,0.2382476523406349,0.8858243509903531,0.8764510681343283,0.7069523976609577,0.25862747961748334,0.5511947813228213,0.8980740525833728,0.07097317763483102,0.6074903424532662,0.30097052338469776,0.16588646792980766,0.8785911462239137,0.2500943448869134
35,0.8851392399710062,0.7211735270405274,0.9982913303251908,0.48107552397444614,0.3492376773206647,0.36983213591593095,0.038841406785445606,0.910963744169492,0.27515079653697105,0.15089462309674184,0.12641068973256375,0.12591629791857592,0.689765835930817,0.5328475505159272,0.2637269195524029,0.15878175852571494,0.4288132859046428,0.1884941135514956,0.534581828103682,0.8952723782071557
36,0.9839648985515786,0.8976038922017328,0.11007791576872429,0.6387108993509567,0.4133078493088953,0.5092854516760225,0.2503440398375907,0.30421173317892947,0.06863223206377578,0.6375371571055204,0.31247592668295343,0.762841017060848,0.33219371536258396,0.32266737583670146,0.3100068170854089,0.4732927371602818,0.511720804080097,0.5835217473534723,0.3335676363239708,0.9097276293121984
37,0.5272952016121086,0.6483843569537525,0.7104306337162708,0.4350741197167835,0.8145145491353134,0.6380000617557897,0.239847919931135,0.18294512450619344,0.5314358279125595,0.26329909974702564,0.0077287253913124665,0.479729274523198,0.18202238737073242,0.3795539326884432,0.9342606479597094,0.7609402125046231,0.672544346547993,0.9013289793220413,0.7419620096263565,0.7948326060127615
38,0.025022657525366743,0.5917088190868106,0.2720504442746412,0.07973623895412613,0.853483969564053,0.6098042720490202,0.3375826787517861,0.535673947736889,0.9898022321182549,0.9634199054044666,0.8941201545387082,0.1752475650083585,0.6691220708024884,0.4107511005037149,0.570625644610469,0.743164487825388,0.0003013594462996983,0.9408673387524537,0.22307020241266778,0.14484376948227293
39,0.06395233660316417,0.9519668525621102,0.1557942878410735,0.2882770474692614,0.5863546397048811,0.7983737883840675,0.5168231281805226,0.4822057791860986,0.943793968225053,0.803588039522398,0.9251403466455546,0.6604639251228415,0.6120771665190016,0.5547223276720749,0.8265868798683789,0.22553095634177953,0.1873896359710871,0.3342484420989463,0.8297938005388894,0.03734373704354364
40,0.08810244498459936,0.6234646043676045,0.37528239572125843,0.3266268649423434,0.9004394921518293,0.09078770285232815,0.021445869084754043,0.9404962525465903,0.4762362079724671,0.28106420945864113,0.7726663235002298,0.5981049938367744,0.29975353740308963,0.1543384597020148,0.6134805510750596,0.3203615025623072,0.3407538500838575,0.6374199318873243,0.9360710062833475,0.9709139345962741
41,,,,,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,,,
49,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,
51,,,,,,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,,,,,
53,,,,,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,,,,,
55,,,,,,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,,,,,
57,,,,,,,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,,,,,,,
59,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,,,,,
61,,,,,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,,,
71,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,,,,,
78,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,
81,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,,
88,,,,,,,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,,,,,
91,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,,,,,,,
96,,,,,,,,,,,,,,,,,,,,
